"index","copied","reason","category","source_path","destination_path","sha256","file_name"
"21","False","SOURCE_NOT_FOUND","P0_DAILY_QUEUE_RUNNER","","","","001_SOURCE_FACTORY_LOCAL_SOURCE_INVENTORY_PROMPT.md"
"22","False","SOURCE_NOT_FOUND","P0_DAILY_QUEUE_RUNNER","","","","promptBuilder.js"
"23","False","SOURCE_NOT_FOUND","P0_DAILY_QUEUE_RUNNER","","","","promptBuilder.js"
"24","False","SOURCE_NOT_FOUND","P0_DAILY_QUEUE_RUNNER","","","","promptBuilder.js"
"25","False","SOURCE_NOT_FOUND","P0_DAILY_QUEUE_RUNNER","","","","promptBuilder.js"
"26","False","SOURCE_NOT_FOUND","P0_DAILY_QUEUE_RUNNER","","","","promptBuilder.js"
"27","False","SOURCE_NOT_FOUND","P0_DAILY_QUEUE_RUNNER","","","","promptBuilder.js"
"28","False","SOURCE_NOT_FOUND","P0_DAILY_QUEUE_RUNNER","","","","promptBuilder.js"
"29","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","STAGE1_INTEGRATION_CHECKLIST.md"
"30","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","STAGE1_INTEGRATION_CHECKLIST.md"
"31","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","stage1SelfCheck.js"
"32","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","STAGE1_INTEGRATION_CHECKLIST.md"
"33","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","STAGE1_INTEGRATION_CHECKLIST.md"
"34","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","SOURCE_EXTRACTION_REPORT.md"
"35","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","STAGE1_INTEGRATION_CHECKLIST.md"
"36","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","STAGE1_INTEGRATION_CHECKLIST.md"
"37","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","W01_YOLLA_SCAN_REPLAY_EVIDENCE_LAB_V1_PROMPT.txt"
"38","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","W12_YOLLA_DATA_COMMANDER_ORCHESTRATOR_V1_PROMPT.txt"
"39","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","W04_YOLLA_SITE_SCANNER_SEMANTIC_ADAPTER_PROMPT.txt"
"40","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","WKR004_INSTALL_RESTART_ROLLBACK_EXECUTOR_PASS.json"
"41","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","windows-service-bundle-receipt-v3.schema.json"
"42","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","W03_YOLLA_UI_ROUTE_COVERAGE_EXPLORATION_PLANNER_V1_PROMPT.txt"
"43","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","W02_YOLLA_NETWORK_CONTRACT_DRIFT_ANALYZER_V1_PROMPT.txt"
"44","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","W04_VERIFIER_FIX_AND_FINAL_INTEGRATION_THIRD_PASS_PROMPT.txt"
"45","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","W04_DELIVERY_MESSAGE.txt"
"46","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","FILE_HASHES.json"
"47","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","diagnostics.js"
"48","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","MISSION_INTAKE_V1.json"
"49","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","fileNameSafe.js"
"50","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","a4-hosted-windows-pc-agent-build-v4.yml"
"51","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","A4_W36_USER_PC_JOB_GOLDEN_CONSUMER_TERMINAL.json"
"52","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","buttonHandlers.js"
"53","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","ASSEMBLY_MANIFEST.json"
"54","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","promptBuilder.js"
"55","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","RUN_STAGE1_DIAGNOSTIC.bat"
"56","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","RUN_STAGE1_DIAGNOSTIC.bat"
"57","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","RUN_STAGE1_DIAGNOSTIC.bat"
"58","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","RUN_STAGE1_DIAGNOSTIC.bat"
"59","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","README_COMMANDER_AUDIT.md"
"60","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","README.md"
"61","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","RUN_STAGE1_DIAGNOSTIC.bat"
"62","False","SOURCE_NOT_FOUND","P0_GPT_BROWSER_BRIDGE","","","","RUN_STAGE1_DIAGNOSTIC.bat"
"63","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"64","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"65","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"66","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"67","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"68","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"69","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"70","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"71","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"72","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"73","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"74","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"75","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"76","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"77","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"78","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"79","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"80","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"81","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"82","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","SOURCE_EXTRACTION_REPORT.md"
"83","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","SOURCE_EXTRACTION_REPORT.md"
"84","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","resource_doctor.py"
"85","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","SOURCE_EXTRACTION_REPORT.md"
"86","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","SOURCE_EXTRACTION_REPORT.md"
"87","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","SOURCE_EXTRACTION_REPORT.md"
"88","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","SOURCE_MANIFEST_V2.json"
"89","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","SOURCE_EXTRACTION_REPORT.md"
"90","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","SOURCE_EXTRACTION_REPORT.md"
"91","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","PROHIBITED_ACTION_CHECK.json"
"92","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","promptBuilder.js"
"93","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"94","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"95","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","promptBuilder.js"
"96","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","promptBuilder.js"
"97","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","README.md"
"98","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","promptBuilder.js"
"99","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","promptBuilder.js"
"100","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"101","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","00_READ_ME_FIRST_COMMANDER_REPORT.md"
"102","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","00_READ_ME_FIRST_COMMANDER_REPORT.md"
"103","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","00_READ_ME_FIRST_COMMANDER_REPORT.md"
"104","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","00_READ_ME_FIRST_COMMANDER_REPORT.md"
"105","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","00_READ_ME_FIRST_COMMANDER_REPORT.md"
"106","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","B2_PC_CONNECTION_GATE_V1.json"
"107","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","B2_USER_ACTION_COMMAND_CORRECTION_V1.json"
"108","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","00_READ_ME_FIRST_COMMANDER_REPORT.md"
"109","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","B1-WAKE-TARGET-PC-ACCESS-AVAILABLE-20260728-001.json"
"110","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","00_READ_ME_FIRST_COMMANDER_REPORT.md"
"111","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","00_READ_ME_FIRST_COMMANDER_REPORT.md"
"112","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","00_READ_ME_FIRST_COMMANDER_REPORT.md"
"113","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","00_READ_ME_FIRST_COMMANDER_REPORT.md"
"114","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","00_READ_ME_FIRST_COMMANDER_REPORT.md"
"115","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","00_READ_ME_FIRST_COMMANDER_REPORT.md"
"116","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","00_READ_ME_FIRST_COMMANDER_REPORT.md"
"117","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","00_READ_ME_FIRST_COMMANDER_REPORT.md"
"118","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","00_READ_ME_FIRST_COMMANDER_REPORT.md"
"119","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","B2_USER_ACTION_REVISION_5_RECEIPT_V1.json"
"120","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"121","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"122","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"123","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"124","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"125","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"126","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"127","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"128","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"129","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","event_consumption_store.py"
"130","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FILE_INDEX.csv"
"131","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","B2_W12_PREFINAL_VALIDATOR.py"
"132","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","COMMANDER_REPORT_PACKAGE_MANIFEST.json"
"133","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FILE_INDEX.csv"
"134","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FILE_INDEX.json"
"135","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FULL_OUTPUT.txt"
"136","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FILE_INDEX.json"
"137","False","SOURCE_NOT_FOUND","P0_PC_AGENT_ROUTING_CORE","","","","FILE_INDEX.json"
